"Ma","T","U:0","U:1","U:2","ddt0(rho)","ddt0(rho,K)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddt0(rho,e)","ddt0(thermo:psi,p)","ddtCorrDdt0(rho,U):0","ddtCorrDdt0(rho,U):1","ddtCorrDdt0(rho,U):2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3728,392.8,529.25,135.55,1.0828e-17,-9.1573e-07,0.89587,0.0012986,0.00035452,-3.4621e-23,-0.9458,-9.1573e-07,0.0012986,0.00035452,-3.4621e-23,2.2588e+05,1.9988,1,0.65513,1.132,0.17254,1
1.3728,392.8,529.25,135.56,1.083e-17,-8.7015e-07,0.8982,0.0013148,0.00035895,-3.1171e-23,-0.94399,-8.7015e-07,0.0013148,0.00035895,-3.1171e-23,2.2588e+05,1.9988,1,0.65616,1.133,0.17281,1
1.3728,392.8,529.25,135.57,1.0833e-17,-8.2458e-07,0.90052,0.0013311,0.00036338,-2.7721e-23,-0.94217,-8.2458e-07,0.0013311,0.00036338,-2.7721e-23,2.2588e+05,1.9988,1,0.6572,1.134,0.17308,1
1.3728,392.8,529.25,135.58,1.0835e-17,-7.79e-07,0.90284,0.0013473,0.00036782,-2.427e-23,-0.94036,-7.79e-07,0.0013473,0.00036782,-2.427e-23,2.2588e+05,1.9988,1,0.65824,1.135,0.17335,1
1.3729,392.8,529.25,135.59,1.0837e-17,-7.3342e-07,0.90517,0.0013635,0.00037225,-2.082e-23,-0.93855,-7.3342e-07,0.0013635,0.00037225,-2.082e-23,2.2588e+05,1.9988,1,0.65927,1.136,0.17363,1
1.3729,392.8,529.24,135.6,1.0839e-17,-6.8785e-07,0.90749,0.0013798,0.00037668,-1.7369e-23,-0.93673,-6.8785e-07,0.0013798,0.00037668,-1.7369e-23,2.2588e+05,1.9988,1,0.66031,1.137,0.1739,1
1.3729,392.8,529.24,135.61,1.0841e-17,-6.4226e-07,0.90981,0.001396,0.00038111,-1.3919e-23,-0.93492,-6.4226e-07,0.001396,0.00038111,-1.3919e-23,2.2588e+05,1.9988,1,0.66135,1.138,0.17417,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.66238,1.139,0.17445,1
1.3729,392.8,529.24,135.63,1.0846e-17,-5.5111e-07,0.91446,0.0014285,0.00038998,-7.0185e-24,-0.9313,-5.5111e-07,0.0014285,0.00038998,-7.0185e-24,2.2588e+05,1.9988,1,0.66342,1.14,0.17472,1
1.3729,392.8,529.24,135.64,1.0848e-17,-5.0553e-07,0.91678,0.0014447,0.00039441,-3.568e-24,-0.92948,-5.0553e-07,0.0014447,0.00039441,-3.568e-24,2.2587e+05,1.9987,1,0.66446,1.141,0.17499,1
1.3729,392.8,529.23,135.65,1.1131e-17,-4.6249e-07,0.9191,0.0014603,0.00039866,-2.6763e-24,-0.92783,-4.6249e-07,0.0014603,0.00039866,-2.6763e-24,2.2587e+05,1.9987,1,0.66549,1.142,0.17527,1
1.3729,392.8,529.23,135.66,1.1707e-17,-4.2207e-07,0.92141,0.0014751,0.00040271,-4.4414e-24,-0.92635,-4.2207e-07,0.0014751,0.00040271,-4.4414e-24,2.2587e+05,1.9987,1,0.66653,1.143,0.17554,1
1.3729,392.8,529.23,135.66,1.2282e-17,-3.8165e-07,0.92372,0.00149,0.00040676,-6.2065e-24,-0.92487,-3.8165e-07,0.00149,0.00040676,-6.2065e-24,2.2587e+05,1.9987,1,0.66757,1.144,0.17581,1
1.3729,392.8,529.23,135.67,1.2858e-17,-3.4123e-07,0.92603,0.0015048,0.00041082,-7.9714e-24,-0.92339,-3.4123e-07,0.0015048,0.00041082,-7.9714e-24,2.2587e+05,1.9987,1,0.6686,1.145,0.17608,1
1.3729,392.8,529.23,135.68,1.3434e-17,-3.0081e-07,0.92834,0.0015197,0.00041487,-9.7365e-24,-0.92191,-3.0081e-07,0.0015197,0.00041487,-9.7365e-24,2.2587e+05,1.9987,1,0.66964,1.146,0.17636,1
1.3729,392.8,529.22,135.69,1.4009e-17,-2.604e-07,0.93065,0.0015345,0.00041892,-1.1501e-23,-0.92043,-2.604e-07,0.0015345,0.00041892,-1.1501e-23,2.2587e+05,1.9987,1,0.67068,1.147,0.17663,1
1.3729,392.8,529.22,135.7,1.4585e-17,-2.1998e-07,0.93296,0.0015494,0.00042298,-1.3266e-23,-0.91895,-2.1998e-07,0.0015494,0.00042298,-1.3266e-23,2.2587e+05,1.9987,1,0.67171,1.148,0.1769,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.67275,1.149,0.17718,1
1.3729,392.8,529.22,135.72,1.5736e-17,-1.3915e-07,0.93758,0.0015791,0.00043108,-1.6796e-23,-0.91599,-1.3915e-07,0.0015791,0.00043108,-1.6796e-23,2.2587e+05,1.9987,1,0.67379,1.15,0.17745,1
1.3729,392.8,529.22,135.73,1.6312e-17,-9.8726e-08,0.93989,0.0015939,0.00043514,-1.8562e-23,-0.91451,-9.8726e-08,0.0015939,0.00043514,-1.8562e-23,2.2587e+05,1.9987,1,0.67482,1.151,0.17772,1
1.3729,392.81,529.22,135.73,1.6887e-17,-5.8312e-08,0.9422,0.0016088,0.00043919,-2.0326e-23,-0.91303,-5.8312e-08,0.0016088,0.00043919,-2.0326e-23,2.2587e+05,1.9987,1,0.67586,1.152,0.178,1
1.3729,392.81,529.21,135.74,1.7463e-17,-1.7892e-08,0.94452,0.0016236,0.00044324,-2.2092e-23,-0.91155,-1.7892e-08,0.0016236,0.00044324,-2.2092e-23,2.2587e+05,1.9987,1,0.6769,1.153,0.17827,1
1.3729,392.81,529.21,135.75,1.8038e-17,2.2528e-08,0.94683,0.0016384,0.0004473,-2.3857e-23,-0.91007,2.2528e-08,0.0016384,0.0004473,-2.3857e-23,2.2587e+05,1.9987,1,0.67793,1.154,0.17854,1
1.3729,392.81,529.21,135.76,1.8614e-17,6.2941e-08,0.94914,0.0016533,0.00045135,-2.5621e-23,-0.90859,6.2941e-08,0.0016533,0.00045135,-2.5621e-23,2.2587e+05,1.9987,1,0.67897,1.155,0.17882,1
1.3729,392.81,529.21,135.77,1.919e-17,1.0336e-07,0.95145,0.0016681,0.0004554,-2.7387e-23,-0.90711,1.0336e-07,0.0016681,0.0004554,-2.7387e-23,2.2587e+05,1.9987,1,0.68001,1.156,0.17909,1
1.3729,392.81,529.21,135.78,1.9765e-17,1.4378e-07,0.95376,0.001683,0.00045946,-2.9151e-23,-0.90563,1.4378e-07,0.001683,0.00045946,-2.9151e-23,2.2587e+05,1.9987,1,0.68104,1.157,0.17936,1
1.3729,392.81,529.2,135.79,2.0341e-17,1.842e-07,0.95607,0.0016978,0.00046351,-3.0917e-23,-0.90415,1.842e-07,0.0016978,0.00046351,-3.0917e-23,2.2587e+05,1.9986,1,0.68208,1.158,0.17963,1
1.3729,392.81,529.2,135.8,2.0917e-17,2.2462e-07,0.95838,0.0017127,0.00046756,-3.2682e-23,-0.90267,2.2462e-07,0.0017127,0.00046756,-3.2682e-23,2.2587e+05,1.9986,1,0.68312,1.159,0.17991,1
1.3729,392.81,529.2,135.81,2.1492e-17,2.6503e-07,0.96069,0.0017275,0.00047162,-3.4447e-23,-0.90119,2.6503e-07,0.0017275,0.00047162,-3.4447e-23,2.2587e+05,1.9986,1,0.68415,1.16,0.18018,1
1.3729,392.81,529.2,135.81,2.1352e-17,3.0182e-07,0.96291,0.0017413,0.00047536,-3.279e-23,-0.89985,3.0182e-07,0.0017413,0.00047536,-3.279e-23,2.2587e+05,1.9986,1,0.68519,1.161,0.18045,1
1.3729,392.81,529.2,135.82,2.0777e-17,3.3639e-07,0.96508,0.0017543,0.00047893,-2.9059e-23,-0.89861,3.3639e-07,0.0017543,0.00047893,-2.9059e-23,2.2586e+05,1.9986,1,0.68623,1.162,0.18073,1
1.3729,392.81,529.19,135.83,2.0203e-17,3.7098e-07,0.96726,0.0017674,0.00048249,-2.5329e-23,-0.89737,3.7098e-07,0.0017674,0.00048249,-2.5329e-23,2.2586e+05,1.9986,1,0.68726,1.163,0.181,1
1.3729,392.81,529.19,135.84,1.9628e-17,4.0556e-07,0.96943,0.0017804,0.00048606,-2.1598e-23,-0.89613,4.0556e-07,0.0017804,0.00048606,-2.1598e-23,2.2586e+05,1.9986,1,0.6883,1.164,0.18127,1
1.3729,392.81,529.19,135.85,1.9053e-17,4.4014e-07,0.9716,0.0017935,0.00048962,-1.7867e-23,-0.89489,4.4014e-07,0.0017935,0.00048962,-1.7867e-23,2.2586e+05,1.9986,1,0.68934,1.165,0.18155,1
1.3729,392.81,529.19,135.86,1.8479e-17,4.7472e-07,0.97378,0.0018065,0.00049318,-1.4137e-23,-0.89365,4.7472e-07,0.0018065,0.00049318,-1.4137e-23,2.2586e+05,1.9986,1,0.69037,1.166,0.18182,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.69141,1.167,0.18209,1
1.3729,392.81,529.19,135.87,1.733e-17,5.4388e-07,0.97812,0.0018326,0.00050031,-6.6754e-24,-0.89116,5.4388e-07,0.0018326,0.00050031,-6.6754e-24,2.2586e+05,1.9986,1,0.69245,1.168,0.18236,1
1.3729,392.81,529.18,135.88,1.6755e-17,5.7846e-07,0.9803,0.0018457,0.00050387,-2.9446e-24,-0.88992,5.7846e-07,0.0018457,0.00050387,-2.9446e-24,2.2586e+05,1.9986,1,0.69348,1.169,0.18264,1
1.3729,392.81,529.18,135.89,1.6181e-17,6.1304e-07,0.98247,0.0018587,0.00050744,7.858e-25,-0.88868,6.1304e-07,0.0018587,0.00050744,7.858e-25,2.2586e+05,1.9986,1,0.69452,1.17,0.18291,1
1.3729,392.81,529.18,135.9,1.5606e-17,6.4763e-07,0.98464,0.0018718,0.000511,4.5166e-24,-0.88744,6.4763e-07,0.0018718,0.000511,4.5166e-24,2.2586e+05,1.9986,1,0.69556,1.171,0.18318,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.69659,1.172,0.18346,1
1.3729,392.81,529.18,135.92,1.4457e-17,7.1679e-07,0.98899,0.0018979,0.00051813,1.1978e-23,-0.88496,7.1679e-07,0.0018979,0.00051813,1.1978e-23,2.2586e+05,1.9986,1,0.69763,1.173,0.18373,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.69866,1.174,0.184,1
1.3729,392.81,529.17,135.93,1.3308e-17,7.8595e-07,0.99334,0.001924,0.00052525,1.9439e-23,-0.88247,7.8595e-07,0.001924,0.00052525,1.9439e-23,2.2586e+05,1.9985,1,0.6997,1.175,0.18428,1
1.3729,392.81,529.17,135.94,1.2734e-17,8.2053e-07,0.99551,0.0019371,0.00052882,2.317e-23,-0.88123,8.2053e-07,0.0019371,0.00052882,2.317e-23,2.2586e+05,1.9985,1,0.70074,1.176,0.18455,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.70177,1.177,0.18482,1
1.3729,392.81,529.17,135.96,1.1585e-17,8.8969e-07,0.99986,0.0019632,0.00053595,3.0631e-23,-0.87875,8.8969e-07,0.0019632,0.00053595,3.0631e-23,2.2586e+05,1.9985,1,0.70281,1.178,0.18509,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.70385,1.179,0.18537,1
1.3729,392.81,529.16,135.98,1.0871e-17,9.5471e-07,1.0039,0.0019876,0.00054263,-6.5372e-23,-0.87657,9.5471e-07,0.0019876,0.00054263,-6.5372e-23,2.2586e+05,1.9985,1,0.70488,1.18,0.18564,1
1.3729,392.81,529.16,135.99,1.0873e-17,9.838e-07,1.0057,0.0019985,0.0005456,-1.9874e-22,-0.87574,9.838e-07,0.0019985,0.0005456,-1.9874e-22,2.2586e+05,1.9985,1,0.70592,1.181,0.18591,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.70696,1.182,0.18619,1
1.3729,392.81,529.16,136,1.0877e-17,1.042e-06,1.0092,0.0020203,0.00055154,-4.6546e-22,-0.87408,1.042e-06,0.0020203,0.00055154,-4.6546e-22,2.2585e+05,1.9985,1,0.70799,1.183,0.18646,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.70903,1.184,0.18673,1
1.3729,392.81,529.15,136.02,1.0882e-17,1.1002e-06,1.0127,0.002042,0.00055748,-7.3217e-22,-0.87241,1.1002e-06,0.002042,0.00055748,-7.3217e-22,2.2585e+05,1.9985,1,0.71007,1.185,0.187,1
1.3729,392.81,529.15,136.03,1.0884e-17,1.1292e-06,1.0145,0.0020529,0.00056045,-8.6554e-22,-0.87158,1.1292e-06,0.0020529,0.00056045,-8.6554e-22,2.2585e+05,1.9985,1,0.7111,1.186,0.18728,1
1.3729,392.81,529.15,136.03,1.0886e-17,1.1583e-06,1.0163,0.0020638,0.00056342,-9.9891e-22,-0.87075,1.1583e-06,0.0020638,0.00056342,-9.9891e-22,2.2585e+05,1.9985,1,0.71214,1.187,0.18755,1
1.3729,392.82,529.15,136.04,1.0888e-17,1.1874e-06,1.018,0.0020747,0.00056639,-1.1323e-21,-0.86991,1.1874e-06,0.0020747,0.00056639,-1.1323e-21,2.2585e+05,1.9985,1,0.71318,1.188,0.18782,1
1.3729,392.82,529.15,136.05,1.0891e-17,1.2165e-06,1.0198,0.0020856,0.00056936,-1.2656e-21,-0.86908,1.2165e-06,0.0020856,0.00056936,-1.2656e-21,2.2585e+05,1.9985,1,0.71421,1.189,0.1881,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.71525,1.19,0.18837,1
1.3729,392.82,529.14,136.07,1.0895e-17,1.2747e-06,1.0233,0.0021073,0.00057531,-1.5323e-21,-0.86741,1.2747e-06,0.0021073,0.00057531,-1.5323e-21,2.2585e+05,1.9985,1,0.71629,1.191,0.18864,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.71732,1.192,0.18892,1
1.3729,392.82,529.14,136.08,1.09e-17,1.3329e-06,1.0269,0.0021291,0.00058125,-1.7991e-21,-0.86575,1.3329e-06,0.0021291,0.00058125,-1.7991e-21,2.2585e+05,1.9984,1,0.71836,1.193,0.18919,1
1.3729,392.82,529.14,136.09,1.0902e-17,1.362e-06,1.0286,0.00214,0.00058422,-1.9324e-21,-0.86492,1.362e-06,0.00214,0.00058422,-1.9324e-21,2.2585e+05,1.9984,1,0.7194,1.194,0.18946,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.72043,1.195,0.18973,1
1.3729,392.82,529.13,136.11,1.0906e-17,1.4201e-06,1.0322,0.0021618,0.00059016,-2.1991e-21,-0.86325,1.4201e-06,0.0021618,0.00059016,-2.1991e-21,2.2585e+05,1.9984,1,0.72147,1.196,0.19001,1
1.3729,392.82,529.13,136.12,1.0908e-17,1.4492e-06,1.0339,0.0021726,0.00059313,-2.3325e-21,-0.86242,1.4492e-06,0.0021726,0.00059313,-2.3325e-21,2.2585e+05,1.9984,1,0.72251,1.197,0.19028,1
1.3729,392.82,529.13,136.13,1.0911e-17,1.4783e-06,1.0357,0.0021835,0.0005961,-2.4659e-21,-0.86159,1.4783e-06,0.0021835,0.0005961,-2.4659e-21,2.2585e+05,1.9984,1,0.72354,1.198,0.19055,1
1.3729,392.82,529.13,136.13,1.1424e-17,1.5049e-06,1.0376,0.0021939,0.00059895,-2.6969e-21,-0.86155,1.5049e-06,0.0021939,0.00059895,-2.6969e-21,2.2585e+05,1.9984,1,0.72458,1.199,0.19083,1
1.3729,392.82,529.13,136.14,1.2003e-17,1.5311e-06,1.0395,0.0022043,0.00060178,-2.9403e-21,-0.86161,1.5311e-06,0.0022043,0.00060178,-2.9403e-21,2.2585e+05,1.9984,1,0.72562,1.2,0.1911,1
1.3729,392.82,529.13,136.15,1.2582e-17,1.5574e-06,1.0414,0.0022147,0.00060461,-3.1838e-21,-0.86168,1.5574e-06,0.0022147,0.00060461,-3.1838e-21,2.2585e+05,1.9984,1,0.72665,1.201,0.19137,1
1.3729,392.82,529.12,136.16,1.3161e-17,1.5836e-06,1.0433,0.002225,0.00060744,-3.4272e-21,-0.86174,1.5836e-06,0.002225,0.00060744,-3.4272e-21,2.2585e+05,1.9984,1,0.72769,1.202,0.19165,1
1.3729,392.82,529.12,136.17,1.374e-17,1.6099e-06,1.0452,0.0022354,0.00061026,-3.6706e-21,-0.8618,1.6099e-06,0.0022354,0.00061026,-3.6706e-21,2.2585e+05,1.9984,1,0.72873,1.203,0.19192,1
1.3729,392.82,529.12,136.17,1.4319e-17,1.6361e-06,1.0471,0.0022458,0.00061309,-3.9141e-21,-0.86187,1.6361e-06,0.0022458,0.00061309,-3.9141e-21,2.2584e+05,1.9984,1,0.72976,1.204,0.19219,1
1.3729,392.82,529.12,136.18,1.4898e-17,1.6624e-06,1.049,0.0022561,0.00061592,-4.1576e-21,-0.86193,1.6624e-06,0.0022561,0.00061592,-4.1576e-21,2.2584e+05,1.9984,1,0.7308,1.205,0.19247,1
1.3729,392.82,529.12,136.19,1.5476e-17,1.6886e-06,1.0509,0.0022665,0.00061875,-4.401e-21,-0.86199,1.6886e-06,0.0022665,0.00061875,-4.401e-21,2.2584e+05,1.9984,1,0.73184,1.206,0.19274,1
1.3729,392.82,529.11,136.2,1.6055e-17,1.7149e-06,1.0528,0.0022769,0.00062158,-4.6445e-21,-0.86206,1.7149e-06,0.0022769,0.00062158,-4.6445e-21,2.2584e+05,1.9984,1,0.73287,1.207,0.19301,1
1.3729,392.82,529.11,136.21,1.6634e-17,1.7411e-06,1.0548,0.0022872,0.00062441,-4.8879e-21,-0.86212,1.7411e-06,0.0022872,0.00062441,-4.8879e-21,2.2584e+05,1.9984,1,0.73391,1.208,0.19328,1
1.3729,392.82,529.11,136.21,1.7213e-17,1.7674e-06,1.0567,0.0022976,0.00062724,-5.1314e-21,-0.86219,1.7674e-06,0.0022976,0.00062724,-5.1314e-21,2.2584e+05,1.9984,1,0.73495,1.209,0.19356,1
1.3729,392.82,529.11,136.22,1.7792e-17,1.7936e-06,1.0586,0.002308,0.00063007,-5.3748e-21,-0.86225,1.7936e-06,0.002308,0.00063007,-5.3748e-21,2.2584e+05,1.9984,1,0.73598,1.21,0.19383,1
1.3729,392.82,529.11,136.23,1.8371e-17,1.8199e-06,1.0605,0.0023183,0.0006329,-5.6183e-21,-0.86231,1.8199e-06,0.0023183,0.0006329,-5.6183e-21,2.2584e+05,1.9984,1,0.73702,1.211,0.1941,1
1.3729,392.82,529.11,136.24,1.895e-17,1.8461e-06,1.0624,0.0023287,0.00063573,-5.8617e-21,-0.86238,1.8461e-06,0.0023287,0.00063573,-5.8617e-21,2.2584e+05,1.9984,1,0.73806,1.212,0.19438,1
1.3729,392.82,529.1,136.25,1.9529e-17,1.8724e-06,1.0643,0.0023391,0.00063856,-6.1052e-21,-0.86244,1.8724e-06,0.0023391,0.00063856,-6.1052e-21,2.2584e+05,1.9983,1,0.73909,1.213,0.19465,1
1.3729,392.82,529.1,136.25,2.0108e-17,1.8986e-06,1.0662,0.0023494,0.00064139,-6.3486e-21,-0.8625,1.8986e-06,0.0023494,0.00064139,-6.3486e-21,2.2584e+05,1.9983,1,0.74013,1.214,0.19492,1
1.3729,392.82,529.1,136.26,2.0687e-17,1.9249e-06,1.0681,0.0023598,0.00064422,-6.5921e-21,-0.86257,1.9249e-06,0.0023598,0.00064422,-6.5921e-21,2.2584e+05,1.9983,1,0.74117,1.215,0.1952,1
1.3729,392.82,529.1,136.27,2.1265e-17,1.9511e-06,1.07,0.0023701,0.00064705,-6.8355e-21,-0.86263,1.9511e-06,0.0023701,0.00064705,-6.8355e-21,2.2584e+05,1.9983,1,0.7422,1.216,0.19547,1
1.3729,392.82,529.1,136.28,2.1823e-17,1.9773e-06,1.0719,0.0023805,0.00064989,-7.0719e-21,-0.86271,1.9773e-06,0.0023805,0.00064989,-7.0719e-21,2.2584e+05,1.9983,1,0.74324,1.217,0.19574,1
1.3729,392.82,529.1,136.29,2.1245e-17,2.0022e-06,1.0747,0.002392,0.00065301,-6.9367e-21,-0.86362,2.0022e-06,0.002392,0.00065301,-6.9367e-21,2.2584e+05,1.9983,1,0.74428,1.218,0.19601,1
1.3729,392.82,529.09,136.29,2.0667e-17,2.027e-06,1.0775,0.0024035,0.00065614,-6.8016e-21,-0.86452,2.027e-06,0.0024035,0.00065614,-6.8016e-21,2.2584e+05,1.9983,1,0.74531,1.219,0.19629,1
1.3729,392.82,529.09,136.3,2.0089e-17,2.0518e-06,1.0802,0.0024149,0.00065927,-6.6665e-21,-0.86542,2.0518e-06,0.0024149,0.00065927,-6.6665e-21,2.2584e+05,1.9983,1,0.74635,1.22,0.19656,1
1.3729,392.82,529.09,136.31,1.9511e-17,2.0766e-06,1.083,0.0024264,0.0006624,-6.5314e-21,-0.86632,2.0766e-06,0.0024264,0.0006624,-6.5314e-21,2.2584e+05,1.9983,1,0.74738,1.221,0.19683,1
1.3729,392.82,529.09,136.32,1.8933e-17,2.1015e-06,1.0857,0.0024378,0.00066553,-6.3962e-21,-0.86723,2.1015e-06,0.0024378,0.00066553,-6.3962e-21,2.2584e+05,1.9983,1,0.74842,1.222,0.19711,1
1.3729,392.83,529.09,136.33,1.8356e-17,2.1263e-06,1.0885,0.0024493,0.00066866,-6.2611e-21,-0.86813,2.1263e-06,0.0024493,0.00066866,-6.2611e-21,2.2584e+05,1.9983,1,0.74946,1.223,0.19738,1
1.3729,392.83,529.09,136.33,1.7778e-17,2.1511e-06,1.0913,0.0024608,0.00067179,-6.126e-21,-0.86903,2.1511e-06,0.0024608,0.00067179,-6.126e-21,2.2584e+05,1.9983,1,0.75049,1.224,0.19765,1
1.3729,392.83,529.08,136.34,1.72e-17,2.1759e-06,1.094,0.0024722,0.00067492,-5.9908e-21,-0.86994,2.1759e-06,0.0024722,0.00067492,-5.9908e-21,2.2584e+05,1.9983,1,0.75153,1.225,0.19793,1
1.3729,392.83,529.08,136.35,1.6622e-17,2.2008e-06,1.0968,0.0024837,0.00067804,-5.8557e-21,-0.87084,2.2008e-06,0.0024837,0.00067804,-5.8557e-21,2.2584e+05,1.9983,1,0.75257,1.226,0.1982,1
1.3729,392.83,529.08,136.36,1.6044e-17,2.2256e-06,1.0996,0.0024951,0.00068117,-5.7206e-21,-0.87174,2.2256e-06,0.0024951,0.00068117,-5.7206e-21,2.2584e+05,1.9983,1,0.7536,1.227,0.19847,1
